Date,Alloy,Sector,BuyerID,Quantity_kg,UnitPrice_INR,Region
2024-05-21,Zirconium,Biomedical,CUST1800,1049.32,1145.49,India North
2019-08-21,Zirconium,Biomedical,CUST2567,585.64,1410.18,India North
2020-05-07,Titanium,Biomedical,CUST4106,704.0,1390.77,US West
2024-05-27,Aluminum,Aerospace,CUST3065,1168.9,596.52,India North
2022-08-20,Titanium,Aerospace,CUST2089,873.38,1549.69,India North
2020-05-23,Zirconium,Aerospace,CUST8641,933.86,1429.84,US West
2023-06-03,Titanium,Biomedical,CUST2103,2263.54,454.55,US West
2019-10-26,Zirconium,Biomedical,CUST4716,750.95,1477.09,US West
2023-12-21,Titanium,Automotive,CUST2158,612.54,2006.63,US West
2019-02-08,Zirconium,Aerospace,CUST4344,854.94,1923.16,India North
2023-02-28,Aluminum,Automotive,CUST3495,1886.08,489.46,EU
2023-06-18,Aluminum,Biomedical,CUST3169,2662.64,440.74,EU
2022-01-20,Aluminum,Biomedical,CUST8123,535.37,1857.02,US West
2021-05-18,Zirconium,Biomedical,CUST5868,1266.47,928.9,EU
2019-10-22,Aluminum,Biomedical,CUST3218,389.69,2043.35,US West
2024-01-08,Titanium,Automotive,CUST3479,1765.07,512.36,US West
2020-11-15,Aluminum,Aerospace,CUST6518,1063.3,933.75,India North
2020-11-19,Titanium,Aerospace,CUST8937,906.46,1007.15,US West
2019-11-04,Zirconium,Biomedical,CUST5276,1503.25,708.9,India North
2022-02-02,Aluminum,Automotive,CUST9932,709.01,1916.52,India North
2021-07-28,Titanium,Biomedical,CUST7591,1700.85,696.84,EU
2019-12-11,Titanium,Aerospace,CUST8763,832.85,1883.02,India North
2020-05-06,Zirconium,Aerospace,CUST1045,896.62,2038.23,US West
2020-06-26,Aluminum,Automotive,CUST2646,649.93,1912.93,EU
2019-08-02,Zirconium,Biomedical,CUST8869,2260.14,544.98,EU
2019-01-09,Aluminum,Biomedical,CUST5757,1040.32,851.05,US West
2024-01-17,Titanium,Automotive,CUST6035,869.78,1269.69,India North
2024-05-18,Zirconium,Aerospace,CUST3676,1042.11,755.33,US West
2020-11-28,Titanium,Aerospace,CUST4181,889.37,1590.68,US West
2019-12-02,Aluminum,Biomedical,CUST7630,634.1,1546.81,EU
2022-12-30,Titanium,Aerospace,CUST9031,1129.61,511.07,EU
2019-07-30,Titanium,Biomedical,CUST2200,711.29,1255.47,India North
2023-12-08,Zirconium,Aerospace,CUST7865,1053.94,982.1,India North
2022-08-07,Aluminum,Biomedical,CUST1737,1505.72,647.04,India North
2019-12-15,Aluminum,Automotive,CUST2162,1052.24,1016.17,US West
2022-11-11,Titanium,Biomedical,CUST4168,904.91,1232.89,EU
2019-07-19,Zirconium,Aerospace,CUST5886,1000.92,1375.3,India North
2023-02-02,Titanium,Automotive,CUST5506,1152.33,999.93,EU
2021-02-25,Zirconium,Automotive,CUST1001,1818.25,462.61,US West
2019-08-04,Zirconium,Automotive,CUST1420,703.06,1654.87,EU
2022-08-18,Aluminum,Biomedical,CUST3108,3592.13,373.93,EU
2024-02-21,Titanium,Automotive,CUST1084,1194.7,683.25,India North
2020-02-17,Zirconium,Automotive,CUST2248,507.39,2130.91,EU
2020-08-11,Aluminum,Aerospace,CUST1558,911.57,1555.45,EU
2023-03-19,Aluminum,Automotive,CUST8918,635.5,1720.1,India North
2024-04-30,Titanium,Biomedical,CUST9818,1028.25,876.52,India North
2023-08-08,Zirconium,Aerospace,CUST6761,756.06,2146.49,EU
2019-03-12,Titanium,Automotive,CUST2202,783.64,1307.0,India North
2023-09-03,Zirconium,Biomedical,CUST6641,484.71,1942.56,India North
2023-07-17,Aluminum,Biomedical,CUST2563,2935.53,449.69,India North
2024-05-02,Zirconium,Automotive,CUST7429,601.59,1741.68,EU
2021-03-15,Zirconium,Aerospace,CUST2916,782.53,2017.32,US West
2021-02-07,Titanium,Biomedical,CUST8746,363.11,1950.25,EU
2020-11-30,Titanium,Automotive,CUST5027,695.78,1790.37,India North
2023-02-04,Titanium,Biomedical,CUST6225,2610.89,436.86,EU
2022-07-15,Zirconium,Aerospace,CUST5526,782.83,1796.79,US West
2019-09-04,Titanium,Biomedical,CUST9944,686.89,1262.45,US West
2020-12-29,Titanium,Aerospace,CUST1395,1214.19,1182.01,US West
2020-04-06,Titanium,Biomedical,CUST7449,1178.77,963.33,EU
2023-09-22,Titanium,Biomedical,CUST1653,1521.38,674.17,US West
2023-05-24,Aluminum,Automotive,CUST7542,932.2,1285.81,US West
2023-07-20,Zirconium,Biomedical,CUST1344,610.05,1542.69,US West
2023-02-27,Zirconium,Biomedical,CUST1203,2863.68,434.1,US West
2024-05-06,Zirconium,Automotive,CUST6536,597.12,1901.34,India North
2024-02-09,Zirconium,Automotive,CUST8165,558.65,2143.74,US West
2024-03-30,Aluminum,Aerospace,CUST4878,728.94,1362.56,India North
2019-07-31,Aluminum,Automotive,CUST4278,664.85,1566.48,India North
2019-02-27,Titanium,Biomedical,CUST5914,1250.81,775.17,EU
2020-04-21,Titanium,Biomedical,CUST1875,577.45,1371.34,US West
2022-05-20,Zirconium,Automotive,CUST9283,994.34,891.59,India North
2023-04-16,Aluminum,Biomedical,CUST1697,1229.44,832.16,EU
2021-05-03,Titanium,Aerospace,CUST2924,1482.37,439.41,US West
2021-01-25,Aluminum,Biomedical,CUST9861,1559.47,712.06,India North
2019-09-10,Aluminum,Biomedical,CUST5622,1006.38,1030.64,US West
2019-08-25,Titanium,Aerospace,CUST4271,965.84,1075.25,India North
2020-11-27,Titanium,Automotive,CUST2642,890.04,1323.49,EU
2024-01-29,Zirconium,Biomedical,CUST6546,328.97,2159.59,EU
2024-02-02,Titanium,Automotive,CUST7542,507.27,2195.38,India North
2021-08-23,Titanium,Biomedical,CUST2825,859.29,1264.7,India North
2022-02-18,Aluminum,Automotive,CUST5837,964.85,1009.95,India North
2024-04-27,Aluminum,Biomedical,CUST3404,719.24,1312.89,India North
2023-09-04,Zirconium,Aerospace,CUST8706,686.38,2170.27,US West
2021-06-28,Titanium,Automotive,CUST5466,2140.82,390.87,EU
2019-10-28,Aluminum,Automotive,CUST8868,1202.64,1006.2,EU
2022-04-09,Aluminum,Aerospace,CUST3254,1036.79,1347.14,US West
2022-05-04,Titanium,Aerospace,CUST2040,1012.66,1658.04,EU
2022-02-08,Zirconium,Biomedical,CUST6553,1776.45,574.98,India North
2023-02-12,Titanium,Biomedical,CUST7901,1169.02,841.54,EU
2023-09-13,Zirconium,Automotive,CUST3167,562.17,2064.9,EU
2023-10-08,Zirconium,Aerospace,CUST6352,1010.85,1648.82,India North
2023-06-11,Aluminum,Automotive,CUST6952,760.48,1145.08,India North
2020-12-10,Titanium,Aerospace,CUST7297,864.71,1210.88,US West
2020-09-30,Aluminum,Biomedical,CUST1269,1334.67,756.97,EU
2019-02-23,Zirconium,Automotive,CUST8346,2057.09,370.79,US West
2023-02-09,Titanium,Automotive,CUST7574,1813.91,408.4,US West
2020-12-18,Zirconium,Aerospace,CUST4874,811.27,1474.62,EU
2020-05-30,Zirconium,Automotive,CUST8110,753.76,1450.77,India North
2024-05-16,Titanium,Automotive,CUST3117,502.13,2197.51,India North
2021-11-13,Aluminum,Biomedical,CUST8027,2776.52,467.76,India North
2023-05-31,Titanium,Biomedical,CUST2977,1168.24,897.57,US West
2023-11-28,Titanium,Biomedical,CUST2937,464.19,1573.0,India North
2022-02-18,Titanium,Biomedical,CUST1472,475.04,1735.75,India North
2023-12-29,Zirconium,Aerospace,CUST5297,909.25,920.51,India North
2019-08-09,Titanium,Biomedical,CUST8537,809.82,1021.06,India North
2020-08-07,Zirconium,Biomedical,CUST7007,652.3,1253.88,EU
2021-04-16,Titanium,Biomedical,CUST4058,859.81,1121.21,US West
2020-07-24,Titanium,Aerospace,CUST9739,1165.54,896.89,US West
2019-08-26,Titanium,Aerospace,CUST6715,819.84,1783.49,EU
2022-06-13,Zirconium,Automotive,CUST6270,767.93,1585.45,US West
2022-05-15,Zirconium,Biomedical,CUST3245,2392.86,458.79,US West
2021-01-23,Zirconium,Automotive,CUST5612,2072.98,404.0,US West
2023-07-01,Zirconium,Automotive,CUST9418,806.98,1483.91,India North
2024-02-09,Titanium,Biomedical,CUST2978,395.81,2007.75,India North
2020-03-12,Aluminum,Biomedical,CUST6699,1838.26,607.87,EU
2021-09-24,Zirconium,Biomedical,CUST5643,2376.05,557.42,India North
2023-12-17,Zirconium,Automotive,CUST7654,726.69,1555.45,EU
2019-11-08,Titanium,Biomedical,CUST7078,521.07,2063.97,US West
2019-06-15,Titanium,Automotive,CUST9110,804.17,1314.0,US West
2024-01-31,Zirconium,Biomedical,CUST7224,2041.56,564.33,EU
2021-01-12,Titanium,Automotive,CUST7881,884.61,1220.37,India North
2019-04-02,Titanium,Automotive,CUST7931,593.07,1632.29,US West
2023-12-21,Zirconium,Aerospace,CUST8354,936.09,1216.61,EU
2023-09-24,Aluminum,Aerospace,CUST7653,1117.02,500.69,EU
2023-08-23,Titanium,Aerospace,CUST2030,875.97,1611.93,EU
2023-12-14,Aluminum,Automotive,CUST2163,674.14,1399.94,India North
2019-03-10,Titanium,Biomedical,CUST2111,378.77,2056.58,India North
2020-04-08,Titanium,Biomedical,CUST2477,869.43,1157.25,US West
2022-06-06,Zirconium,Aerospace,CUST7934,941.17,1561.31,EU
2021-01-23,Zirconium,Biomedical,CUST2013,1643.46,683.94,EU
2021-11-27,Titanium,Aerospace,CUST5951,831.5,2110.35,EU
2023-03-12,Titanium,Aerospace,CUST6347,928.02,1709.74,US West
2019-11-21,Zirconium,Biomedical,CUST1927,2409.44,484.48,EU
2023-02-04,Zirconium,Automotive,CUST6986,1152.82,748.57,US West
2019-12-26,Titanium,Biomedical,CUST8660,533.65,1941.38,EU
2022-04-27,Titanium,Automotive,CUST8540,665.81,1557.82,US West
2021-09-08,Aluminum,Biomedical,CUST9596,994.72,941.73,India North
2020-12-13,Aluminum,Biomedical,CUST8122,427.22,1823.82,EU
2019-08-23,Zirconium,Biomedical,CUST4519,696.33,1434.61,EU
2021-06-05,Zirconium,Automotive,CUST4851,1781.8,451.3,India North
2020-03-24,Zirconium,Biomedical,CUST9108,642.41,1643.49,US West
2020-03-07,Aluminum,Biomedical,CUST8536,400.38,2065.8,US West
2022-10-24,Aluminum,Aerospace,CUST8679,748.96,1737.56,EU
2021-11-14,Titanium,Aerospace,CUST8835,816.53,1841.75,US West
2022-07-20,Zirconium,Biomedical,CUST9881,817.28,1202.31,India North
2020-12-28,Titanium,Aerospace,CUST2642,996.42,889.93,US West
2021-08-08,Titanium,Aerospace,CUST6896,1273.92,440.44,India North
2022-01-26,Zirconium,Aerospace,CUST4107,1139.45,869.78,India North
2022-09-19,Titanium,Biomedical,CUST8848,595.87,1675.32,US West
2023-02-23,Aluminum,Aerospace,CUST7633,1177.55,738.37,India North
2023-07-19,Zirconium,Aerospace,CUST3185,953.81,1255.8,India North
2021-09-06,Titanium,Aerospace,CUST8539,793.43,1917.79,EU
2022-04-15,Aluminum,Biomedical,CUST4061,2162.1,550.15,US West
2023-01-06,Titanium,Automotive,CUST4879,1071.71,991.79,EU
2020-02-07,Aluminum,Aerospace,CUST9764,1048.92,1627.04,India North
2019-04-27,Zirconium,Biomedical,CUST1765,629.47,1579.62,India North
2020-06-18,Titanium,Biomedical,CUST1355,695.86,1388.53,India North
2019-10-11,Titanium,Automotive,CUST1002,626.37,2029.36,US West
2019-09-25,Zirconium,Biomedical,CUST4734,728.29,1427.31,India North
2021-11-23,Titanium,Biomedical,CUST5806,435.72,2173.14,EU
2020-11-30,Titanium,Automotive,CUST2156,1504.11,489.11,EU
2019-04-22,Aluminum,Biomedical,CUST1148,581.71,1516.29,India North
2022-01-29,Aluminum,Automotive,CUST6260,610.24,1842.6,EU
2020-02-24,Titanium,Automotive,CUST6604,655.27,1804.5,EU
2021-03-27,Zirconium,Aerospace,CUST6301,717.63,2046.55,EU
2021-11-17,Aluminum,Biomedical,CUST2137,676.85,1474.53,US West
2020-11-20,Aluminum,Aerospace,CUST1482,781.21,2144.41,India North
2019-01-21,Aluminum,Automotive,CUST5028,1216.68,805.25,EU
2022-05-28,Aluminum,Aerospace,CUST8086,777.07,2112.84,India North
2022-08-12,Aluminum,Aerospace,CUST9073,933.27,1128.01,India North
2022-04-29,Zirconium,Automotive,CUST4338,629.75,1440.73,India North
2021-11-04,Zirconium,Biomedical,CUST1553,454.76,2053.14,US West
2023-08-28,Zirconium,Automotive,CUST8833,495.8,2042.93,US West
2022-05-28,Zirconium,Aerospace,CUST6922,688.15,1649.62,India North
2024-01-31,Titanium,Automotive,CUST6489,603.88,1576.54,India North
2019-08-03,Zirconium,Aerospace,CUST9248,821.98,993.87,US West
2020-11-30,Zirconium,Aerospace,CUST5713,1280.91,785.46,US West
2019-11-30,Aluminum,Aerospace,CUST8748,812.95,1722.64,US West
2022-11-17,Aluminum,Automotive,CUST1878,710.36,1790.92,US West
2019-06-19,Zirconium,Automotive,CUST8116,2113.01,362.06,India North
2024-03-06,Zirconium,Biomedical,CUST8012,819.97,1232.54,India North
2021-06-21,Zirconium,Aerospace,CUST1039,1054.82,1227.02,EU
2023-05-27,Zirconium,Aerospace,CUST1655,890.48,1542.59,India North
2022-01-25,Aluminum,Automotive,CUST9328,670.21,1829.6,India North
2023-08-29,Zirconium,Biomedical,CUST5298,420.14,2164.37,EU
2021-07-30,Aluminum,Aerospace,CUST8337,1520.45,419.35,EU
2019-12-14,Zirconium,Biomedical,CUST4422,1081.86,1042.78,EU
2022-06-06,Aluminum,Aerospace,CUST8936,985.31,1160.49,US West
2022-06-12,Aluminum,Biomedical,CUST5551,441.98,2126.11,US West
2022-08-04,Aluminum,Aerospace,CUST9291,881.73,1125.21,EU
2022-11-30,Titanium,Biomedical,CUST6160,717.7,1249.08,US West
2022-02-01,Zirconium,Aerospace,CUST4400,1323.19,529.1,EU
2021-03-07,Zirconium,Automotive,CUST4546,919.51,1312.47,EU
2021-03-17,Titanium,Biomedical,CUST5214,406.57,2141.39,India North
2019-06-15,Zirconium,Aerospace,CUST2652,1483.62,452.31,India North
2021-05-22,Aluminum,Biomedical,CUST9743,427.61,2173.73,US West
2019-12-16,Aluminum,Aerospace,CUST2709,816.24,2093.79,US West
2022-11-14,Aluminum,Automotive,CUST6561,1672.9,648.82,US West
2024-01-15,Zirconium,Aerospace,CUST2199,1139.6,1060.73,India North
2020-12-26,Aluminum,Automotive,CUST3676,756.42,1525.49,EU
2020-08-11,Titanium,Biomedical,CUST5983,628.74,1671.13,US West
2024-03-24,Zirconium,Aerospace,CUST3647,1097.34,615.92,US West
2022-06-25,Zirconium,Biomedical,CUST9257,1643.38,650.78,EU
2023-08-03,Zirconium,Aerospace,CUST9211,680.46,2044.52,US West
2021-03-04,Titanium,Aerospace,CUST8376,836.43,1433.98,India North
2020-03-19,Aluminum,Biomedical,CUST8914,383.32,2052.83,US West
2021-02-22,Zirconium,Biomedical,CUST5753,762.41,1140.22,US West
2019-09-06,Zirconium,Biomedical,CUST7298,1163.23,1050.11,India North
2019-08-14,Titanium,Biomedical,CUST5184,1540.2,763.07,India North
2020-05-12,Aluminum,Automotive,CUST6012,1239.08,858.54,EU
2019-03-17,Aluminum,Biomedical,CUST9789,466.45,1809.67,US West
2022-04-27,Zirconium,Automotive,CUST6317,537.75,1941.65,India North
2020-09-14,Zirconium,Biomedical,CUST5412,1361.58,717.3,EU
2019-03-06,Zirconium,Aerospace,CUST9873,786.06,1175.72,US West
2023-03-21,Titanium,Biomedical,CUST3525,491.54,1919.31,EU
2023-01-30,Zirconium,Aerospace,CUST9896,859.59,1491.34,India North
2022-03-14,Aluminum,Aerospace,CUST2370,813.88,1325.48,EU
2019-07-12,Zirconium,Aerospace,CUST2621,815.85,1504.51,India North
2022-12-18,Zirconium,Automotive,CUST8366,876.33,1176.75,EU
2021-11-21,Aluminum,Automotive,CUST6415,884.35,1296.82,EU
2020-01-16,Aluminum,Biomedical,CUST6283,840.51,1120.94,EU
2019-11-29,Zirconium,Automotive,CUST2636,1299.09,848.28,EU
2022-03-30,Zirconium,Automotive,CUST5499,680.16,1944.76,EU
2020-07-19,Titanium,Aerospace,CUST9581,1037.65,1480.02,EU
2020-03-18,Zirconium,Biomedical,CUST9699,521.75,1679.85,EU
2024-03-26,Titanium,Automotive,CUST1941,673.92,1685.37,US West
2019-12-27,Titanium,Automotive,CUST6781,1631.62,502.28,EU
2024-05-07,Zirconium,Aerospace,CUST3869,905.28,1316.1,India North
2020-09-24,Zirconium,Automotive,CUST2125,671.11,1558.3,EU
2019-01-16,Aluminum,Biomedical,CUST8738,371.52,2070.94,US West
2023-09-21,Titanium,Aerospace,CUST4302,967.42,1168.42,India North
2020-06-16,Zirconium,Biomedical,CUST1278,474.48,1852.93,EU
2021-11-14,Titanium,Automotive,CUST1686,640.94,1898.77,EU
2021-05-05,Titanium,Automotive,CUST5016,1866.09,500.82,India North
2020-09-07,Titanium,Aerospace,CUST5887,1077.37,780.25,US West
2020-06-14,Zirconium,Aerospace,CUST9399,1030.2,1086.04,India North
2021-10-24,Zirconium,Aerospace,CUST1740,810.85,1903.89,India North
2024-03-25,Aluminum,Automotive,CUST1794,886.83,1045.05,US West
2023-07-16,Aluminum,Biomedical,CUST4659,902.63,997.23,US West
2020-11-16,Aluminum,Automotive,CUST2133,1286.12,669.88,US West
2020-07-16,Zirconium,Biomedical,CUST1198,599.13,1534.75,US West
2022-07-13,Zirconium,Biomedical,CUST8792,1227.8,901.25,India North
2023-01-01,Zirconium,Biomedical,CUST3210,1470.58,644.45,EU
2024-01-10,Zirconium,Automotive,CUST5402,667.4,1462.76,India North
2020-07-05,Titanium,Automotive,CUST5428,764.49,1784.36,EU
2019-03-06,Titanium,Automotive,CUST1692,612.93,1675.62,EU
2020-01-03,Titanium,Automotive,CUST9063,629.2,2127.1,EU
2019-07-20,Aluminum,Aerospace,CUST6273,836.5,1408.97,US West
2024-04-15,Aluminum,Biomedical,CUST5115,700.96,1250.34,India North
2024-01-10,Titanium,Automotive,CUST9986,1783.38,583.3,US West
2020-02-17,Titanium,Biomedical,CUST1017,652.83,1254.45,EU
2022-08-10,Aluminum,Biomedical,CUST5428,419.41,2080.9,EU
2021-07-04,Aluminum,Aerospace,CUST2474,959.74,770.83,India North
2020-08-17,Aluminum,Biomedical,CUST6441,682.29,1341.22,India North
2021-03-24,Zirconium,Biomedical,CUST8678,935.82,919.13,India North
2022-08-19,Zirconium,Aerospace,CUST4725,1263.48,449.48,India North
2020-07-20,Aluminum,Biomedical,CUST8533,427.99,1791.57,EU
2022-12-30,Zirconium,Biomedical,CUST8541,3024.25,437.86,EU
2021-08-04,Aluminum,Automotive,CUST6058,462.19,1951.31,India North
2021-02-02,Aluminum,Automotive,CUST5379,629.01,1722.26,US West
2023-06-02,Aluminum,Biomedical,CUST3604,387.47,1972.15,US West
2021-02-16,Titanium,Biomedical,CUST3115,697.51,1151.34,US West
2019-09-10,Aluminum,Automotive,CUST9519,501.53,2056.3,US West
2019-01-23,Zirconium,Biomedical,CUST5529,1681.99,692.25,US West
2019-01-07,Aluminum,Automotive,CUST5009,1118.56,776.18,India North
2019-08-15,Titanium,Aerospace,CUST1510,807.37,1568.24,EU
2019-07-29,Aluminum,Automotive,CUST9988,1825.1,564.48,US West
2021-10-07,Aluminum,Biomedical,CUST3715,992.01,888.09,EU
2024-05-29,Zirconium,Automotive,CUST9459,1911.97,470.76,EU
2021-02-14,Titanium,Automotive,CUST1040,2012.42,469.37,India North
2022-08-30,Zirconium,Aerospace,CUST4500,1035.54,1073.48,US West
2019-01-21,Aluminum,Biomedical,CUST7087,600.65,1317.19,India North
2021-03-04,Aluminum,Aerospace,CUST9861,861.75,1240.08,EU
2019-11-09,Titanium,Automotive,CUST7250,620.21,1723.4,India North
2021-09-11,Zirconium,Automotive,CUST6118,630.82,1977.74,US West
2021-07-13,Aluminum,Biomedical,CUST1383,448.46,2102.15,US West
2022-10-26,Titanium,Aerospace,CUST8539,908.95,817.89,India North
2022-07-21,Titanium,Aerospace,CUST8762,949.12,1772.48,US West
2023-04-10,Zirconium,Biomedical,CUST1441,468.49,1947.11,US West
2024-05-03,Titanium,Aerospace,CUST1927,920.81,567.2,EU
2019-09-26,Aluminum,Automotive,CUST5468,811.15,1121.28,EU
2024-05-26,Aluminum,Biomedical,CUST8340,412.85,2004.79,US West
2020-11-15,Aluminum,Biomedical,CUST8635,1906.59,623.96,EU
2022-05-05,Aluminum,Automotive,CUST5251,582.21,2037.14,US West
2020-11-02,Aluminum,Automotive,CUST9133,647.17,1817.49,EU
2022-07-10,Zirconium,Aerospace,CUST9598,999.02,861.64,US West
2022-10-24,Aluminum,Biomedical,CUST1651,460.94,2056.44,US West
2021-02-27,Zirconium,Biomedical,CUST8582,2414.79,507.31,India North
2023-01-06,Titanium,Automotive,CUST2061,772.48,1428.12,US West
2020-12-29,Zirconium,Biomedical,CUST5956,3048.43,402.97,India North
2020-05-08,Aluminum,Biomedical,CUST7399,418.42,2087.44,US West
2022-05-24,Zirconium,Biomedical,CUST9282,528.83,1632.77,India North
2021-11-05,Aluminum,Biomedical,CUST7734,1879.14,548.59,EU
2019-09-03,Aluminum,Aerospace,CUST1276,822.63,1760.94,India North
2020-01-21,Zirconium,Automotive,CUST3472,524.53,1920.95,India North
2024-04-24,Aluminum,Automotive,CUST2782,2241.99,378.16,US West
2023-01-22,Titanium,Biomedical,CUST1456,661.4,1646.48,US West
2023-04-24,Zirconium,Biomedical,CUST9965,508.8,1854.39,India North
2023-10-21,Aluminum,Aerospace,CUST9847,1168.82,1153.32,India North
2021-11-03,Aluminum,Automotive,CUST2610,605.41,2076.81,US West
2024-05-27,Titanium,Aerospace,CUST9002,664.38,2073.43,US West
2019-10-23,Zirconium,Automotive,CUST1600,566.11,2194.66,US West
2023-12-16,Titanium,Aerospace,CUST3161,983.88,1609.51,EU
2023-12-10,Zirconium,Aerospace,CUST3358,767.22,1119.29,US West
2020-06-17,Aluminum,Biomedical,CUST4668,494.5,1993.36,India North
2021-04-29,Aluminum,Biomedical,CUST8154,458.36,1904.33,US West
2020-10-17,Zirconium,Biomedical,CUST1757,503.91,1875.01,EU
2023-08-01,Aluminum,Automotive,CUST7893,992.36,1066.37,India North
2021-04-16,Zirconium,Automotive,CUST7779,1584.33,562.13,US West
2021-04-23,Aluminum,Biomedical,CUST4129,2134.16,585.65,India North
2020-02-09,Zirconium,Biomedical,CUST1217,2087.49,563.33,EU
2023-12-12,Zirconium,Automotive,CUST2663,621.31,1665.08,India North
2023-11-08,Titanium,Biomedical,CUST2640,1396.33,727.06,India North
2022-05-07,Zirconium,Automotive,CUST1699,666.88,1817.02,US West
2019-06-06,Zirconium,Automotive,CUST1536,772.74,1254.29,US West
2020-07-22,Titanium,Biomedical,CUST9598,1154.66,992.21,India North
2022-10-03,Aluminum,Biomedical,CUST4647,420.52,1906.52,US West
2023-02-28,Zirconium,Biomedical,CUST5315,726.32,1511.9,EU
2024-04-10,Zirconium,Automotive,CUST9804,1606.06,577.07,US West
2021-10-30,Titanium,Aerospace,CUST2046,1076.3,785.25,EU
2020-09-03,Zirconium,Aerospace,CUST2677,1020.18,1686.21,US West
2020-09-12,Titanium,Aerospace,CUST6287,1008.8,729.04,US West
2019-07-30,Titanium,Aerospace,CUST9777,1040.55,1220.36,EU
2022-08-18,Titanium,Automotive,CUST7447,910.68,1395.35,US West
2021-06-11,Aluminum,Biomedical,CUST1613,597.67,1487.98,India North
2022-10-10,Aluminum,Automotive,CUST8313,570.98,2015.18,EU
2020-06-04,Titanium,Aerospace,CUST5957,800.76,1879.91,India North
2022-08-09,Aluminum,Automotive,CUST7985,555.1,1775.52,EU
2020-01-18,Zirconium,Automotive,CUST8750,523.49,2163.12,EU
2023-07-09,Zirconium,Aerospace,CUST7934,1066.02,1079.87,India North
2021-05-25,Zirconium,Automotive,CUST2087,755.57,1200.83,India North
2019-11-04,Titanium,Aerospace,CUST6231,1432.26,392.45,US West
2020-05-04,Titanium,Automotive,CUST4412,1227.83,611.27,US West
2023-08-17,Titanium,Automotive,CUST9162,604.97,1764.36,US West
2019-02-12,Zirconium,Biomedical,CUST3413,2109.23,547.38,India North
2024-01-28,Zirconium,Aerospace,CUST9340,1245.72,547.95,India North
2020-05-04,Aluminum,Biomedical,CUST1618,911.77,1160.55,India North
2020-06-18,Aluminum,Aerospace,CUST7034,691.41,1791.88,EU
2021-12-28,Aluminum,Automotive,CUST3681,606.37,2053.14,US West
2022-09-17,Titanium,Aerospace,CUST5916,1051.93,1212.07,India North
2023-07-17,Zirconium,Biomedical,CUST2130,594.55,1469.99,EU
2022-10-23,Zirconium,Biomedical,CUST5166,424.37,2051.82,US West
2019-07-10,Titanium,Biomedical,CUST7374,801.05,1255.21,EU
2024-02-19,Zirconium,Aerospace,CUST5778,782.13,2013.13,EU
2023-03-08,Zirconium,Automotive,CUST5171,756.14,1197.43,US West
2019-08-09,Titanium,Biomedical,CUST6658,391.61,2141.56,India North
2020-12-02,Aluminum,Biomedical,CUST9925,1504.33,744.31,EU
2023-07-10,Aluminum,Aerospace,CUST8979,955.45,799.26,US West
2023-02-24,Aluminum,Biomedical,CUST7958,267.18,2086.73,India North
2022-01-13,Zirconium,Aerospace,CUST1215,1301.24,652.22,EU
2024-05-11,Titanium,Aerospace,CUST2540,1017.72,1264.86,US West
2019-03-15,Aluminum,Biomedical,CUST5696,3259.03,367.12,India North
2022-03-23,Titanium,Aerospace,CUST5480,711.96,2156.1,EU
2024-03-23,Zirconium,Automotive,CUST1959,2012.67,436.51,US West
2021-12-28,Aluminum,Automotive,CUST4332,727.97,1345.5,US West
2023-12-23,Zirconium,Automotive,CUST1423,1069.04,803.49,EU
2021-05-21,Titanium,Biomedical,CUST3054,542.7,1552.82,US West
2019-09-29,Zirconium,Automotive,CUST4954,806.94,1324.07,US West
2023-03-21,Titanium,Aerospace,CUST6699,885.63,1813.7,EU
2023-01-03,Titanium,Biomedical,CUST7299,1778.87,624.06,US West
2019-12-07,Titanium,Aerospace,CUST4090,862.31,2188.1,US West
2024-04-06,Zirconium,Automotive,CUST3017,965.8,1303.27,EU
2023-05-29,Aluminum,Automotive,CUST7780,2144.3,393.76,EU
2019-05-19,Titanium,Aerospace,CUST6135,1281.57,519.51,India North
2019-07-14,Zirconium,Aerospace,CUST3849,1345.27,388.76,EU
2020-03-31,Titanium,Aerospace,CUST3189,839.69,1485.93,India North
2022-04-09,Aluminum,Aerospace,CUST9916,959.03,1274.38,EU
2021-10-08,Titanium,Aerospace,CUST8171,746.81,1305.16,US West
2023-06-01,Aluminum,Aerospace,CUST8999,1311.91,385.92,EU
2022-09-10,Aluminum,Biomedical,CUST2536,428.36,2015.29,India North
2022-08-04,Zirconium,Biomedical,CUST6364,545.91,1691.66,India North
2019-04-12,Aluminum,Automotive,CUST7612,953.9,1188.28,EU
2019-09-07,Zirconium,Automotive,CUST3690,1297.2,761.76,India North
2022-11-09,Titanium,Automotive,CUST8502,1244.36,785.32,India North
2020-06-27,Zirconium,Automotive,CUST6032,1255.0,674.47,EU
2021-11-06,Zirconium,Aerospace,CUST7287,1059.02,1126.92,India North
2024-04-27,Zirconium,Aerospace,CUST4574,1023.52,1060.99,EU
2019-04-13,Aluminum,Biomedical,CUST7248,680.9,1439.6,EU
2023-12-11,Aluminum,Biomedical,CUST6832,1222.3,858.67,EU
2020-07-20,Titanium,Biomedical,CUST8962,420.76,2145.38,India North
2019-03-03,Zirconium,Automotive,CUST2518,788.71,1423.22,EU
2019-01-01,Aluminum,Aerospace,CUST4544,1055.48,974.06,India North
2019-11-21,Aluminum,Automotive,CUST3931,541.08,2133.44,India North
2021-02-02,Zirconium,Automotive,CUST4412,720.84,1549.0,India North
